Name,CAS,Phase,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,phi0,N,R²,χ²,χ̄²,Source,flag,Cat_1,Cat_2,Cat_3
"Indeno[1,2,3-cd]pyrene",193-39-5,Rxi5SilMS,-100.0,9.3199,16240.0,804.05,12.378,1.2508,358.66,0.69544,47.415,0.81988,102.92,10.4,-97649.0,3053.4,-121.88,6.0741,90.0,0.001,7.0,0.99999,2.9177e-5,7.2942e-6,Brehmer2022,String[],PAH,,
"Dibenz[a,h]anthracene",53-70-3,Rxi5SilMS,-97.448,8.8491,16211.0,759.97,11.985,1.188,357.43,0.55351,45.952,0.66848,99.647,9.8778,-98596.0,2847.2,-123.18,5.7011,90.0,0.001,6.0,1.0,1.0449e-5,3.4828e-6,Brehmer2022,String[],PAH,,
Benzo[ghi]perylene,191-24-2,Rxi5SilMS,-162.81,116.02,20909.0,10220.0,21.005,15.531,370.48,11.444,56.064,15.666,174.64,129.13,-110420.0,40300.0,-149.5,78.718,90.0,0.001,6.0,0.99927,0.0017858,0.00059525,Brehmer2022,String[],PAH,,
PCB 28,7012-37-5,Rxi5SilMS,-29.121,8.3632,8465.4,592.77,2.9056,1.1552,239.52,0.20709,37.678,0.1319,24.159,9.6047,-61612.0,1451.3,-75.556,3.336,90.0,0.001,14.0,0.9999,0.0019302,0.00017547,Brehmer2022,String[],PCB,,
PCB 52,35693-99-3,Rxi5SilMS,-37.294,7.7724,9284.1,556.92,3.9883,1.0717,246.13,0.19197,37.383,0.10735,33.161,8.9105,-65150.0,1402.7,-81.445,3.2042,90.0,0.001,14.0,0.99992,0.0016613,0.00015102,Brehmer2022,String[],PCB,,
PCB 101,37680-73-2,Rxi5SilMS,-64.012,4.2652,11648.0,314.7,7.6106,0.5854,263.8,0.10461,38.128,0.074901,63.278,4.8673,-73871.0,855.48,-95.932,1.9177,90.0,0.001,13.0,0.99998,0.0004504,4.504e-5,Brehmer2022,String[],PCB,,
PCB 138,35065-28-2,Rxi5SilMS,-83.604,7.7727,13656.0,594.89,10.229,1.0608,286.36,0.2164,39.461,0.19677,85.047,8.8198,-82659.0,1764.2,-108.74,3.8581,90.0,0.001,16.0,0.99991,0.0033296,0.00025612,Brehmer2022,String[],PCB,,
PCB 153,35065-27-1,Rxi5SilMS,-77.178,3.0483,13067.0,231.2,9.3566,0.4166,280.64,0.075862,38.893,0.072758,77.795,3.4638,-80393.0,672.05,-105.31,1.4785,90.0,0.001,15.0,0.99999,0.00036292,3.0244e-5,Brehmer2022,String[],PCB,,
PCB 180,35065-29-3,Rxi5SilMS,-82.719,4.7274,13977.0,369.3,10.051,0.64316,299.31,0.10994,39.853,0.13737,83.57,5.3475,-85862.0,1144.4,-111.56,2.4687,90.0,0.001,15.0,0.99997,0.00079181,6.5984e-5,Brehmer2022,String[],PCB,,
PCB 138 Std,35065-28-2,Rxi5SilMS,-78.115,4.9879,13193.0,382.16,9.4938,0.68065,286.76,0.061599,39.799,0.14292,78.936,5.6592,-81023.0,1138.2,-105.24,2.486,90.0,0.001,9.0,0.99999,6.3226e-5,1.0538e-5,Brehmer2022,String[],PCB,,
PCB 28,7012-37-5,Rxi17SilMS,-157.74,14.089,17354.0,1032.0,20.808,1.9369,257.18,0.27892,44.513,0.6941,173.01,16.104,-81458.0,2816.2,-118.67,6.2928,90.0,0.001,10.0,0.99992,0.00061195,8.7421e-5,Brehmer2022,String[],PCB,,
PCB 52,35693-99-3,Rxi17SilMS,-198.04,17.91,20421.0,1325.1,26.334,2.458,263.82,0.30885,45.906,0.84816,218.95,20.437,-90279.0,3683.2,-136.98,8.1948,90.0,0.001,10.0,0.99988,0.00088329,0.00012618,Brehmer2022,String[],PCB,,
PCB 101,37680-73-2,Rxi17SilMS,-130.46,12.257,16483.0,931.6,16.811,1.6755,279.55,0.29515,42.476,0.59626,139.77,13.931,-86289.0,2772.7,-120.98,6.0462,90.0,0.001,11.0,0.99993,0.00073129,9.1412e-5,Brehmer2022,String[],PCB,,
PCB 138,35065-28-2,Rxi17SilMS,-148.22,19.902,18515.0,1578.9,19.145,2.7026,306.81,0.59977,45.383,1.151,159.18,22.471,-96134.0,5121.3,-134.86,10.863,90.0,0.001,11.0,0.99984,0.0016966,0.00021208,Brehmer2022,String[],PCB,,
PCB 153,35065-27-1,Rxi17SilMS,-98.217,9.7054,14855.0,756.53,12.233,1.3217,294.65,0.30406,40.764,0.48785,101.71,10.99,-86573.0,2384.9,-115.36,5.1049,90.0,0.001,10.0,0.99997,0.00023416,3.3451e-5,Brehmer2022,String[],PCB,,
PCB 180,35065-29-3,Rxi17SilMS,-132.88,18.954,17902.0,1529.0,16.935,2.568,316.48,0.73959,43.914,1.1675,140.8,21.351,-97715.0,5149.6,-133.98,10.77,90.0,0.001,11.0,0.99987,0.0015318,0.00019147,Brehmer2022,String[],PCB,,
PCB 28,7012-37-5,Rxi5SilMS,-101.55,2.2747,13300.0,169.51,13.001,0.31176,269.33,0.052128,47.105,0.085008,108.1,2.5921,-71330.0,474.46,-98.992,1.0547,90.0,0.002,11.0,0.99999,5.4783e-5,6.8479e-6,Brehmer2022,String[],PCB,,
PCB 52,35693-99-3,Rxi5SilMS,-108.61,2.3285,14057.0,175.54,13.925,0.31859,276.1,0.050548,47.072,0.10184,115.78,2.6489,-74832.0,506.49,-104.77,1.116,90.0,0.002,12.0,0.99999,6.5045e-5,7.2273e-6,Brehmer2022,String[],PCB,,
PCB 101,37680-73-2,Rxi5SilMS,-111.16,0.85969,14804.0,66.924,14.179,0.11708,294.81,0.023455,47.78,0.053172,117.89,0.97344,-80277.0,209.05,-111.41,0.44911,90.0,0.002,10.0,1.0,5.0424e-6,7.2034e-7,Brehmer2022,String[],PCB,,
PCB 138,35065-28-2,Rxi5SilMS,-107.39,2.4739,15187.0,200.61,13.561,0.33499,318.7,0.12712,48.915,0.20645,112.75,2.7853,-85325.0,685.92,-115.53,1.4259,90.0,0.002,11.0,1.0,4.0017e-5,5.0021e-6,Brehmer2022,String[],PCB,,
PCB 153,35065-27-1,Rxi5SilMS,-106.02,3.2438,14985.0,260.39,13.377,0.43993,312.05,0.16064,47.854,0.25766,111.22,3.6578,-84199.0,874.59,-114.6,1.8301,90.0,0.002,10.0,1.0,4.1581e-5,5.9401e-6,Brehmer2022,String[],PCB,,
PCB 180,35065-29-3,Rxi5SilMS,-95.041,5.9211,14747.0,489.4,11.783,0.79956,330.9,0.33185,47.826,0.48932,97.972,6.6479,-87035.0,1731.0,-114.72,3.551,90.0,0.002,9.0,0.99999,8.5642e-5,1.4274e-5,Brehmer2022,String[],PCB,,
PCB 28,7012-37-5,Rxi17SilMS,-139.69,27.136,16193.0,1980.3,18.278,3.7314,256.41,0.25718,43.051,0.8623,151.97,31.024,-79449.0,5276.3,-113.69,11.882,90.0,0.001,6.0,0.99995,6.6575e-5,2.2192e-5,Brehmer2022,String[],PCB,,
PCB 52,35693-99-3,Rxi17SilMS,-139.24,15.607,16484.0,1149.7,18.139,2.1428,262.17,0.15265,42.307,0.48522,150.82,17.817,-82283.0,3135.2,-117.82,7.0184,90.0,0.001,7.0,0.99997,6.2811e-5,1.5703e-5,Brehmer2022,String[],PCB,,
PCB 101,37680-73-2,Rxi17SilMS,-121.2,26.258,15842.0,1990.8,15.529,3.5895,279.52,0.38514,42.073,0.96422,129.11,29.845,-84829.0,5824.2,-117.53,12.781,90.0,0.001,9.0,0.99984,0.00083464,0.00013911,Brehmer2022,String[],PCB,,
PCB 138,35065-28-2,Rxi17SilMS,-64.362,16.69,12648.0,1318.7,7.5419,2.2682,303.32,0.5652,40.037,0.81709,62.707,18.859,-82389.0,4265.9,-102.78,9.0527,90.0,0.001,9.0,0.99995,0.00033329,5.5548e-5,Brehmer2022,String[],PCB,,
PCB 138 Std,35065-28-2,Rxi17SilMS,-93.892,9.0386,14681.0,717.57,11.639,1.2278,305.12,0.3916,42.058,0.54377,96.773,10.209,-86924.0,2360.0,-113.43,4.976,90.0,0.001,8.0,0.99999,4.8317e-5,9.6634e-6,Brehmer2022,String[],PCB,,
PCB 153,35065-27-1,Rxi17SilMS,-72.482,20.513,13036.0,1595.4,8.6783,2.7939,294.31,0.51267,39.699,0.86863,72.156,23.23,-82184.0,4972.8,-105.15,10.691,90.0,0.001,9.0,0.99992,0.00050566,8.4276e-5,Brehmer2022,String[],PCB,,
PCB 180,35065-29-3,Rxi17SilMS,-119.47,22.573,16960.0,1819.5,15.082,3.0587,316.06,0.85485,43.001,1.3185,125.4,25.431,-95475.0,6113.8,-128.71,12.799,90.0,0.001,11.0,0.99982,0.0021892,0.00027365,Brehmer2022,String[],PCB,,
Propiophenone,93-55-0,Rxi17SilMS,-118.27,3.0303,11800.0,184.22,15.878,0.42934,154.16,0.070254,36.408,0.11918,132.02,3.5698,-50168.0,267.61,-73.154,0.66389,90.0,0.001,12.0,0.99999,0.00023094,2.566e-5,Brehmer2022,String[],phenones,phenone,
Butyrophenone,495-40-9,Rxi17SilMS,-108.58,3.9472,11653.0,245.92,14.39,0.55709,165.94,0.085845,36.145,0.1703,119.65,4.6319,-53435.0,410.05,-77.815,1.0009,90.0,0.001,11.0,0.99999,0.00021224,2.653e-5,Brehmer2022,String[],phenones,phenone,
Valerophenone,1009-14-9,Rxi17SilMS,-126.39,4.3527,13172.0,278.33,16.817,0.61155,180.35,0.077712,37.085,0.15581,139.82,5.0847,-58742.0,499.28,-86.832,1.2085,90.0,0.001,11.0,0.99998,0.00020602,2.5753e-5,Brehmer2022,String[],phenones,phenone,
Hexanophenone,942-92-7,Rxi17SilMS,-124.58,6.5622,13543.0,430.9,16.449,0.91821,193.72,0.12732,37.169,0.27455,136.76,7.6344,-62942.0,870.98,-92.885,2.0683,90.0,0.001,10.0,0.99998,0.00023815,3.4022e-5,Brehmer2022,String[],phenone,,
Heptanophenone,1671-75-6,Rxi17SilMS,-95.773,12.008,12296.0,808.49,12.25,1.6744,205.11,0.40423,35.534,0.6081,101.85,13.922,-65244.0,1850.5,-94.041,4.2887,90.0,0.001,7.0,0.99998,7.5338e-5,1.8835e-5,Brehmer2022,String[],phenones,phenone,
Octanophenone,1674-37-9,Rxi17SilMS,-122.99,11.539,14383.0,794.01,16.012,1.6031,217.92,0.34757,36.987,0.57993,133.13,13.329,-71239.0,1909.2,-104.66,4.3824,90.0,0.001,8.0,0.99998,0.00014797,2.9593e-5,Brehmer2022,String[],phenones,phenone,
Propiophenone,93-55-0,Rxi5SilMS,-65.225,1.4852,8601.7,92.113,8.2885,0.2097,164.74,0.039485,38.564,0.05537,68.914,1.7436,-46492.0,143.56,-67.163,0.35366,90.0,0.002,13.0,1.0,8.0004e-5,8.0004e-6,Brehmer2022,String[],phenones,phenone,
Butyrophenone,495-40-9,Rxi5SilMS,-67.387,1.6821,9101.8,107.42,8.5198,0.23641,179.18,0.039499,38.985,0.075513,70.837,1.9656,-49952.0,194.88,-71.878,0.47056,90.0,0.002,12.0,1.0,5.7697e-5,6.4107e-6,Brehmer2022,String[],phenones,phenone,
Valerophenone,1009-14-9,Rxi5SilMS,-72.815,2.7649,9861.0,182.35,9.2023,0.3867,195.13,0.076872,39.499,0.15149,76.512,3.2152,-54203.0,382.15,-77.881,0.90112,90.0,0.002,11.0,0.99999,8.3524e-5,1.0441e-5,Brehmer2022,String[],phenones,phenone,
Hexanophenone,942-92-7,Rxi5SilMS,-78.949,5.6215,10671.0,381.1,9.9819,0.78279,210.01,0.1676,39.917,0.3173,82.994,6.5085,-58585.0,872.78,-84.192,2.0242,90.0,0.002,9.0,0.99999,8.2712e-5,1.3785e-5,Brehmer2022,String[],phenone,,
Heptanophenone,1671-75-6,Rxi5SilMS,-95.076,4.8897,12099.0,340.86,12.172,0.67809,224.31,0.20059,40.947,0.32791,101.2,5.6379,-63843.0,859.7,-92.717,1.9517,90.0,0.002,8.0,0.99999,2.6549e-5,5.3099e-6,Brehmer2022,String[],phenones,phenone,
Octanophenone,1674-37-9,Rxi5SilMS,-107.69,8.8618,13312.0,634.47,13.866,1.2242,238.12,0.47508,42.007,0.69068,115.29,10.179,-68815.0,1737.7,-100.49,3.8643,90.0,0.002,7.0,0.99999,3.289e-5,8.2225e-6,Brehmer2022,String[],phenones,phenone,
Propiophenone,93-55-0,Rxi5SilMS,-76.214,1.1328,9179.7,67.019,9.8883,0.16118,141.63,0.034934,33.878,0.030177,82.216,1.3402,-46467.0,79.379,-66.817,0.20049,90.0,0.001,14.0,1.0,8.7936e-5,7.9942e-6,Brehmer2022,String[],phenones,phenone,
Butyrophenone,495-40-9,Rxi5SilMS,-78.035,0.99501,9675.8,60.551,10.064,0.14091,155.77,0.024647,34.326,0.023146,83.673,1.1716,-50063.0,83.011,-71.91,0.20748,90.0,0.001,13.0,1.0,3.5684e-5,3.5684e-6,Brehmer2022,String[],phenones,phenone,
Valerophenone,1009-14-9,Rxi5SilMS,-79.691,1.7624,10231.0,110.71,10.201,0.24832,171.32,0.034558,34.674,0.051988,84.815,2.0647,-54266.0,182.58,-77.806,0.44698,90.0,0.001,12.0,1.0,6.3029e-5,7.0032e-6,Brehmer2022,String[],phenones,phenone,
Hexanophenone,942-92-7,Rxi5SilMS,-79.987,1.6469,10704.0,106.51,10.146,0.23099,185.82,0.030669,34.833,0.058348,84.36,1.9206,-58364.0,202.6,-83.398,0.4859,90.0,0.001,11.0,1.0,2.9543e-5,3.6928e-6,Brehmer2022,String[],phenone,,
Heptanophenone,1671-75-6,Rxi5SilMS,-88.13,4.2302,11644.0,280.61,11.207,0.5909,199.45,0.072901,35.186,0.15159,93.177,4.913,-62976.0,584.28,-90.314,1.3812,90.0,0.001,9.0,0.99999,4.6531e-5,7.7552e-6,Brehmer2022,String[],phenones,phenone,
Octanophenone,1674-37-9,Rxi5SilMS,-96.662,5.0227,12618.0,341.57,12.319,0.69895,212.34,0.11598,35.512,0.20711,102.42,5.8114,-67715.0,781.36,-97.498,1.8136,90.0,0.001,8.0,1.0,2.7907e-5,5.5814e-6,Brehmer2022,String[],phenones,phenone,
Glyceryl triacetate,102-76-1,Rxi17SilMS,-499.15,125.38,37266.0,7894.0,69.033,17.656,173.1,1.1595,30.824,2.2556,573.97,146.8,-101410.0,12852.0,-192.74,31.558,90.0,0.001,6.0,0.99718,0.0018515,0.00061716,Brehmer2022,String[],triglyceride,,
Glyceryl tributyrate,60-01-5,Rxi17SilMS,-257.95,27.785,24417.0,1936.1,34.55,3.8481,229.76,0.30778,35.923,0.27734,287.27,31.995,-98689.0,4497.4,-164.03,10.459,90.0,0.001,10.0,0.99969,0.0023129,0.00033041,Brehmer2022,String[],triglyceride,,
Glyceryl trihexanoate,621-70-5,Rxi17SilMS,-188.84,20.96,22064.0,1588.2,24.456,2.8654,279.28,0.36766,35.679,0.53451,203.34,23.824,-109610.0,4636.7,-168.13,10.181,90.0,0.001,14.0,0.99968,0.0093626,0.00085115,Brehmer2022,String[],triglyceride,,
Glyceryl trioctanoate,538-23-8,Rxi17SilMS,-211.38,27.344,25948.0,2197.4,27.112,3.7033,318.75,0.27448,35.386,0.54949,225.42,30.791,-133880.0,7159.8,-203.29,15.197,90.0,0.001,20.0,0.99958,0.014787,0.00086984,Brehmer2022,String[],triglyceride,,
Glyceryl tridecanoate,621-71-6,Rxi17SilMS,-394.74,65.672,41657.0,5590.7,51.841,8.818,357.5,1.2,44.375,2.8054,431.03,73.317,-189820.0,20186.0,-310.16,41.164,90.0,0.001,24.0,0.99636,0.083195,0.0039617,Brehmer2022,String[],triglyceride,,
Glyceryl trilaurate,538-24-9,Rxi17SilMS,-543.67,127.33,55893.0,11394.0,71.568,16.969,393.69,3.3938,54.435,8.6086,595.05,141.09,-248630.0,44256.0,-417.58,87.316,90.0,0.001,13.0,0.99883,0.0039493,0.00039493,Brehmer2022,String[],triglyceride,,
Glyceryl trimyristine,555-45-3,Rxi17SilMS,-655.14,198.66,66369.0,27435.0,86.428,25.872,471.37,130.28,274.27,2095.4,718.6,215.11,-290860.0,181970.0,-492.57,265.34,90.0,0.001,13.0,0.99916,0.0091803,0.00091803,Brehmer2022,"[""θchar > 100 °C""]",triglyceride,,
Glyceryl tripalmitin,555-44-2,Rxi17SilMS,-493.02,661.78,53703.0,529250.0,64.545,23.507,556.97,5727.5,5634.7,1.735e7,536.66,195.45,-251620.0,4.3983e6,-399.0,5293.8,90.0,0.001,9.0,0.99897,0.0034491,0.00057485,Brehmer2022,"[""θchar > 100 °C""]",triglyceride,,
Decane,124-18-5,Rtx5MS,279.93,NaN,-8706.1,NaN,-42.474,NaN,-141.96,NaN,-5.4925,NaN,-353.15,NaN,-55860.0,NaN,-107.43,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkane,Grob,alkanes
1-Octanol,111-87-5,Rtx5MS,231.26,NaN,-6222.3,NaN,-35.277,NaN,-173.68,NaN,-3.6464,NaN,-293.31,NaN,-54780.0,NaN,-99.493,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alcohol,Grob,alcohols
Undecane,1120-21-4,Rtx5MS,229.68,NaN,-6201.8,NaN,-34.978,NaN,-173.68,NaN,-3.6345,NaN,-290.82,NaN,-54047.0,NaN,-95.506,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkane,Grob,alkanes
"2,6-Dimethylaniline",87-62-7,Rtx5MS,161.79,NaN,-3004.0,NaN,-24.865,NaN,-220.07,NaN,-1.6731,NaN,-206.74,NaN,-50101.0,NaN,-80.235,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",amine,aromatic,Grob
Methyl decanoate,110-42-9,Rtx5MS,173.34,NaN,-3141.8,NaN,-26.578,NaN,-223.28,NaN,-1.3691,NaN,-220.98,NaN,-54126.0,NaN,-82.362,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,Grob,FAMEs
Methyl laurate,111-82-0,Rtx5MS,154.5,NaN,-1967.8,NaN,-23.721,NaN,-244.36,NaN,-0.64479,NaN,-197.22,NaN,-55260.0,NaN,-75.25,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,Grob,FAMEs
Naphthalene,91-20-3,Rtx5MS,143.8,NaN,-2224.6,NaN,-22.157,NaN,-233.16,NaN,-1.1945,NaN,-184.22,NaN,-48404.0,NaN,-74.576,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",PAH,,
Acenaphthylene,208-96-8,Rtx5MS,108.55,NaN,-174.42,NaN,-16.864,NaN,-271.24,NaN,-0.025748,NaN,-140.22,NaN,-49470.0,NaN,-64.274,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",PAH,,
Acenaphthene,83-32-9,Rtx5MS,106.65,NaN,-11.197,NaN,-16.585,NaN,-273.07,NaN,-0.00062516,NaN,-137.89,NaN,-49982.0,NaN,-64.025,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",PAH,,
Fluorene,86-73-7,Rtx5MS,102.52,NaN,324.52,NaN,-15.954,NaN,159.34,NaN,25.891,NaN,-132.65,NaN,-50869.0,NaN,-62.18,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Fluoranthene,206-44-0,Rtx5MS,71.833,NaN,2535.4,NaN,-11.417,NaN,212.32,NaN,29.175,NaN,-94.93,NaN,-55554.0,NaN,-57.268,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Pyrene,129-00-0,Rtx5MS,72.706,NaN,2452.1,NaN,-11.5,NaN,217.87,NaN,29.769,NaN,-95.62,NaN,-55113.0,NaN,-54.77,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Benzo[a]pyrene,50-32-8,Rtx5MS,128.37,NaN,-845.01,NaN,-19.064,NaN,-262.03,NaN,-0.1952,NaN,-158.51,NaN,-50536.0,NaN,-25.579,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",PAH,,
decane,124-18-5,Rtx5MS,281.31,NaN,-8755.6,NaN,-42.684,NaN,-141.83,NaN,-5.4746,NaN,-354.89,NaN,-56081.0,NaN,-108.0,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkane,Grob,alkanes
1-octanol,111-87-5,Rtx5MS,233.34,NaN,-6305.9,NaN,-35.589,NaN,-172.95,NaN,-3.6647,NaN,-295.91,NaN,-55028.0,NaN,-100.15,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alcohol,Grob,alcohols
undecane,1120-21-4,Rtx5MS,234.65,NaN,-6436.8,NaN,-35.711,NaN,-170.95,NaN,-3.7474,NaN,-296.91,NaN,-54306.0,NaN,-96.177,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkane,Grob,alkanes
"2,6- dimethylaniline",87-62-7,Rtx5MS,165.91,NaN,-3198.7,NaN,-25.472,NaN,-216.82,NaN,-1.7985,NaN,-211.78,NaN,-50313.0,NaN,-80.776,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",amine,aromatic,Grob
methyl decanoate,110-42-9,Rtx5MS,188.99,NaN,-3977.5,NaN,-28.841,NaN,-210.02,NaN,-1.8478,NaN,-239.8,NaN,-54012.0,NaN,-81.971,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,Grob,FAMEs
methyl laurate,111-82-0,Rtx5MS,173.53,NaN,-3033.0,NaN,-26.45,NaN,-227.02,NaN,-1.1741,NaN,-219.92,NaN,-54647.0,NaN,-73.53,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,Grob,FAMEs
2-heptanone,110-43-0,Rtx5MS,387.18,NaN,-13813.0,NaN,-58.465,NaN,-96.904,NaN,-8.8536,NaN,-486.1,NaN,-61684.0,NaN,-132.38,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkanones,ketone,
trans-5-decene,7433-56-9,Rtx5MS,283.39,NaN,-8860.9,NaN,-42.997,NaN,-140.52,NaN,-5.5706,NaN,-357.49,NaN,-56151.0,NaN,-108.58,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkene,,
2-nonanol,628-99-9,Rtx5MS,223.93,NaN,-5845.7,NaN,-34.167,NaN,-179.38,NaN,-3.3284,NaN,-284.08,NaN,-54561.0,NaN,-96.867,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alcohol,,
methyl nonanoate,1731-84-6,Rtx5MS,199.79,NaN,-4573.6,NaN,-30.509,NaN,-199.69,NaN,-2.3137,NaN,-253.66,NaN,-54091.0,NaN,-87.859,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,FAMEs,
undecanal,112-44-7,Rtx5MS,178.96,NaN,-3517.9,NaN,-27.374,NaN,-216.36,NaN,-1.6424,NaN,-227.6,NaN,-53405.0,NaN,-81.321,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",aldehyde,,
n-pentadecane,629-62-9,Rtx5MS,176.76,NaN,-3233.7,NaN,-26.93,NaN,-223.53,NaN,-1.2973,NaN,-223.91,NaN,-54427.0,NaN,-74.185,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkane,alkanes,
2378-TCDD,1746-01-6,RtxDioxin2,-68.02,NaN,12777.0,NaN,8.11,NaN,287.1,NaN,38.123,NaN,67.43,NaN,-81748.0,NaN,-100.63,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDD,,
12378-PCDD,40321-76-4,RtxDioxin2,-97.83,NaN,15418.0,NaN,12.15,NaN,305.05,NaN,39.831,NaN,101.02,NaN,-91510.0,NaN,-116.88,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDD,,
123478-HxCDD,39227-28-6,RtxDioxin2,-109.48,NaN,16738.0,NaN,13.68,NaN,319.28,NaN,40.653,NaN,113.74,NaN,-97862.0,NaN,-126.04,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDD,,
123678-HxCDD,57653-85-7,RtxDioxin2,-104.26,NaN,16395.0,NaN,12.96,NaN,321.1,NaN,40.619,NaN,107.76,NaN,-97186.0,NaN,-123.91,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDD,,
123789-HxCDD,19408-74-3,RtxDioxin2,-89.75,NaN,15308.0,NaN,10.98,NaN,322.47,NaN,40.459,NaN,91.293,NaN,-94127.0,NaN,-116.78,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDD,,
1234678-HPCDD,35822-46-9,RtxDioxin2,-113.7,NaN,17550.0,NaN,14.2,NaN,338.21,NaN,42.144,NaN,118.07,NaN,-103040.0,NaN,-131.32,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDD,,
?CDD,,RtxDioxin2,46.88,NaN,5124.0,NaN,-7.61,NaN,350.98,NaN,39.452,NaN,-63.273,NaN,-65581.0,NaN,-46.474,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",,,
2378-TCDF,51207-31-9,RtxDioxin2,-76.57,NaN,13273.0,NaN,9.31,NaN,284.38,NaN,38.458,NaN,77.408,NaN,-82250.0,NaN,-102.93,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDF,,
12378-PCDF,57117-41-6,RtxDioxin2,-86.03,NaN,14298.0,NaN,10.58,NaN,300.09,NaN,39.913,NaN,87.967,NaN,-86935.0,NaN,-108.78,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDF,,
